標題,日期,內文,讚數,留言數
丹妮婊姐星球,2023年10月11日,那天跟一個女生朋友聊天，她就說他很討厭運動但基於愛美還是開始找教練重訓 這教練在上課一陣子後有建議我朋友，應該要一周兩次，更能有效果(的確一周一次是有點少啦，我倒不覺得他是要賺錢) 我朋友就很討厭運動，遲遲不願意一周去第二次，結果他朋友說:你就是缺一個很帥的猛男教練。 然後他朋友推他了一個帥到爆炸犯法的健身教練，我看到照片後說幹這我要全妝跟噴香水上課哈哈哈哈哈哈哈哈哈哈哈，大家不是很怕教練性騷擾碰學生嗎?ㄟ這不碰我我會發火喔，務必幫我扶腰護槓喔! 我那朋友從此就一天跟原本教練，一天跟帥到犯法教練上課，達成一周兩次。 我問:那你幹嘛不一周兩次都跟帥哥猛男上課啦? 他說:我原本教練也沒有不好啊!!他很有耐心，也建立了我對重訓的概念跟起點，讓我不這麼討厭運動了 我繼續問:那他是長怎樣 他說:就路人，但他上課也上的很好啦，我都不敢讓他知道我現在有新教練猛男上課 我聽到這後秒董，我說:喔喔喔喔，原本教練就是糟糠妻哈哈哈哈你講這麼多哈哈哈哈阿! 他大笑說:對對對!! 我真的是有夠有感，這根本很多人的婚姻故事，持家的糟糠妻~ 不想當糟糠妻的，今天乾媽新品很強，絕對讓你皮膚脫離糟糠妻感 我很愛用也介紹過很多次RéVive 那罐很經典的活膚霜我一直說會彷彿喝下嬰兒的寫 皮膚會火速從粗到不行的木柴變成大理石的光滑表面! 因為它含有甘醇酸，所以只能在晚上用! 這次RéVive推出了另一款厲害新品，早晚都能用的煥膚化妝水 『激光活膚晶露』#綠晶靈 適合誰:混和到油皮的粗垮糟糠妻感皮膚，越粗越有感!!!!!!!!! 皮膚直接變成辣妹光滑嫩小三!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! 很推薦給本來不能用酸，又有粗糙困擾想要更新代謝煥膚的人 它是主打溫和的代謝，怕用酸的人也能用!!! 我覺得一用就彷彿同時間跟三位猛男約會哈哈哈哈哈哈哈哈哈!採陽補陰水!!!!!!那回春程度真的不是蓋的!!臉會變成爆炸性的滑嫩跟亮!!還會拉提!!!! 這罐用了98:2完美黃金比例去調和精華水與複合油 獨創晶光酵素複合果萃之精華水---成分天然可以很細緻溫柔拋光跟提升彈力 光采複合油中結合了山茶花籽油、白芒花籽油、荷荷芭籽油 --- 很快吸收不黏膩又能維持長時間滋潤，也增加皮膚的防禦力 再搭配品牌最台柱的配方成分獨創複合新生胜肽拉緊皮膚，同時加速表皮更新長出嬰兒嫩皮 上下兩層質地，使用前搖一搖倒出來直接往臉上抹~~~~~~ 不用化妝棉擦，直接上臉吸收就能做到代謝，不會浪費也不會油膩，很清爽! 他除了一般拋光亮澤感，最強的是給你多一道功能，就是拉提起來啦!!!!!(因為如果只有單純拋光保濕，我會覺得市面上已經有很類似產品) 皮膚從糟糠妻直接變嫩辣妹，不只變嫩變彈還變緊!!!! 女生不管到任何年紀真的都要為自己的外表做好十足的準備，因為能有更多的選擇權，萬一單身也是能馬上投入市場的，但該不會留言大家都跟我吵著要猛男教練照片哈哈哈哈! 趁週年慶入手新品或是補貨活膚霜都很划算! https://reurl.cc/8NqQ4j ➤ 新品好入手「激光活膚組」活膚晶露 買大送小 ➤ 愛用必囤「經典活膚組」活膚霜 買50ml享70ml RéVive麗膚再生 #RéVive #雙重煥亮 #整肌再現光采 #reviveskincare,652,187則留言
丹妮婊姐星球,2023年6月21日,這趟旅行最大感想是 大家一直嫌棄台灣旅行很貴 雖說跟某些國家比真的偏貴 但因為我之前在美國旅行 美國真的是飯店又貴又爛又破 被美國摧殘過後 覺得台灣好棒哈哈哈哈哈 本影片感恩乾媽 對！上一支影片 我去機場接機 帶了整套SABON 但忘記帶手機哈哈哈哈阿哈哈哈哈哈哈哈 你們就知道SABON多重要 真的用起來很有儀式感 又會很有魅力 味道都很主觀 大家可以去櫃上聞聞喔!找到自己的本命味道另外現在SABON專櫃有優惠有需要的可以去專櫃玩看看！有喜歡再下手！SABON官網明星三部曲介紹：https://lihi3.cc/AkOsU,486,8則留言
丹妮婊姐星球,2023年5月9日,"那天看到一則新聞，在探討台灣觀光為何沒辦法吸引很多外國人來，下面幾千個留言大罵各種理由。很多人大罵到處都醜，看了我很難過，畢竟我很愛自己的家鄉~ 但我實在無法護航!!!!舉例來說，吉祥物設計，真的都比照日本動漫裡面的怪物去發想嗎哈哈哈哈哈哈阿，很多很適合放到火影忍者還是一拳超人當怪物哈哈哈哈哈哈哈哈，真的每看一次都覺得，不放到日本動漫當怪物太可惜! 不過有人說到:台灣食物沒有具體特色，像是壽司這種很日本，很具體吸引老外。 這點我就不認同了，就算再怎樣其他都先不計算，台灣的手搖飲絕對是傲視全球，台灣的紙鈔上面根本該印一杯珍珠奶茶好嗎不是小朋友看地球哈阿哈哈哈哈哈!  全世界只有台灣人能發明出這些花花世界的飲料!!!!只是需要更加拓展到國際是沒錯， 每次我人長時間在國外，都日夜想著~好想喝台灣手搖飲喔~~~~~~~~~~~~~~~~~~~~~~~ 一周四杯五桐號的me絕對是五桐號地下股東!(如果看綜口味可以數看看我們到底喝幾次哈哈哈哈) 要是我以後定居國外，我可能直接在我家隔壁加盟一間哈哈哈哈哈哈! 今年夏天五桐號又出新品啦!!!無敵少女的蜜桃系列 【蜜桃果粒冰沙】 超罕見的蜜桃冰沙裡面還有蜜桃果丁!!以前我只有在一家咖啡廳有喝過，但五桐號的更強，下面還有我很愛的手工綠茶凍阿~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ 滿滿的蜜桃香氣，真的就是曖昧時期的滋味有夠美好，而且每一口都有吃的到蜜桃果丁，咬下去都有果肉的汁超爽，但這樣喝久了也是會boring，下面就給你來它們的手工綠茶凍!!!!!茶香配蜜桃真的就是曖昧之間的電流交會，超級好喝我的老天!!!! 果香跟茶香會同時留在喉嚨，心情不好枯燥的一天來一杯，絕對可以快樂撐完今天的工作或是上課哈哈哈哈哈哈哈阿! 【蜜桃冰茶凍飲】 如果不喜歡冰沙的，這款是蜜桃味跟茶香的清爽茶飲!!!!我跟你說蜜桃味的茶在一家高級咖啡店裡面有，比較貴沒有料~ 但這款裡面有手作綠茶凍跟蜜桃果丁!!!!!!每喝一口都是茶香蜜桃香一起跳舞~~~~~ 就咬咬咬心情就會很好! 【最完美楊枝甘露】  我夏天超愛的楊枝甘露回歸啦!!!!(愛到完全忘記蜜桃是新品主打欸，首圖直接喝成楊枝甘露............因為喝著喝著直接忘記換杯拍哈哈哈哈哈哈) 嚴選愛文芒果製成綿密冰沙與芒果丁,芒果控一定會愛，但這樣不夠 還添加葡萄柚果肉和椰漿，有夠有層次 最後融入五桐號招牌杏仁凍  層次滿滿絕對爽歪，就是一杯完美的聖代感冰沙!!!! 酸甜果肉及完全沒有化學杏仁怪味的 Q 彈杏仁凍超流淚~~~~~~~~~ 但是喝完就是會吃不下飯啦哈哈哈哈!飽到天靈蓋 【芒果雲朵奶霜】  也是愛文芒果冰沙，配上手工綠茶凍鋪底，最後淋上綿密鮮乳奶霜，反正也是邪惡的一杯，幸福感滿滿，喜歡芒果的就是兩杯都買然後跟朋友一人喝一半! 最近又跟韓國DINOTAENG聯名，限定杯子喔有夠可愛!!! 門市購買 2 杯大杯蜜桃系列新品送造型便利貼(數量有限送完為止) 單筆消費滿 $100 即可加購限量聯名商品(數量有限售完為止) #五桐號 #wootea #夏日系列","5,766",166則留言
丹妮婊姐星球,2023年4月27日,今天一位少女在我人在健身房慢跑的時候跑來跟我說他很認真滑交友，雖說沒有遇到詐騙但都是一些很煩的，我問他怎樣煩請他舉例，少女就給我看ㄧ個男的傳給她的對話，那男生直白開出的擇偶條件，然後問她是這樣的人嗎 如下1 158以上 C up 2 腿控所以腿跟臀部要好看 3 不胖 差額不要小於105 4 職業還算不錯或是屬性相近 不然很難分享彼此的生活 5 經濟能力不錯 能一起享受很多美食或旅行 6 對性會喜歡跟享受 有很多情趣 價值觀 內在 1 可以social或跟朋友玩在一起 可以帶去商務場合 2 不會亂來 知道自己要什麼 3 喜歡吃美食 不會太限制美食花費 4 不會一直想買包或是說要買車買房 5 一起在家很自在 6 喜歡體驗新事物 7 外向 8不要強勢強迫接受自己意見 以上~ 我本來自己給小胃痛時好時壞，跑步跑到超想吐的哈哈哈哈阿哈哈，結果少女遞手機給我看這些，我更想吐哈哈哈阿哈阿哈。 這男的，條件比李奧納多還多，李奧納多條件也才兩條，25以下跟辣哈哈哈哈哈哈哈! 我事後傳給友人小張看，小張看到第二條說:ㄟ我還沒看完，但看到第二條，這男的是長怎樣?他是模特兒經濟嗎?還是他長的是王陽明? 哈哈哈哈哈哈哈哈哈對!問得很好，我當下看到第二條，馬上火大問少女:照片拿來 我一看，那人就是長的 灌籃高手裡面 後面觀眾群，很模糊。 難怪那少女跟她旁邊的女生學生講到這件事都很賭藍哈哈哈哈哈哈哈哈哈~ 繼續往下看，他要求享受性愛，這也沒不對，但還沒見面就有這話題也太噁爛，既然你都提了那我們女生也會想靠北:那你是一晚能幾泡?你是多久?你是多行? 買車買房也不行規劃，美食跟美食花費提兩次，馬的你一個月是要花幾萬吃美食啦!!!!你是小衫同學長大了嗎? 小張說:他前面列一大堆最後說不要強勢，這女的是精神分裂吧，分裂才能達到這種 對哈哈哈哈哈哈哈!到底要求多多!! 去對神父乞求，神父可能聽到一半還會打開窗戶看這人到底長怎樣!!!!!! 人列擇偶條件沒有錯，愛怎列就怎列，想要F罩杯一個月花五萬在美食也可。其實都沒有錯，但這男的錯就錯在，他媽的這些你要去朗誦給月老聽，給菩薩聽，給上帝聽，不是傳給交友軟體上的女生!!!!!!!!!!!然後我們女生就會聚在一起很賭藍的開始批鬥大會哈哈哈哈哈哈哈哈阿!,1.8 萬,"1,635則留言"
丹妮婊姐星球,2023年10月12日,胖皮身為天使狗第一把交椅他從不咬任何東西但不知道為何她只愛咬這個湯姆貓各種咬，我們稱［她在戰鬥］在光仲的車時胖皮熱愛踩在我們人類身上因為她就矮短，可愛的白冰冰這樣她才可以看窗外那天我太想尿尿一直希望她離開我的身上我膀胱要炸了但她死不走!!我下車前受不了的說吼你快去戰鬥！！去戰鬥去戰鬥！！大戰鬥！！！然後到家時我爸看車門看到這景象，罵了胖皮一頓，傳照片給我我：怎麼可愛死了啦，叫妳戰鬥就這麼認真戰鬥,"8,296",102則留言
丹妮婊姐星球,2月23日,身為台灣小谷愛淩，我真的是在進行滑雪訓練，完全沒有在玩樂的意思，所以我全身痠痛到爆炸，然後我走投無路買了一個我一直覺得很豪小的東西，就是那個磁鐵貼紙易利氣 他說明書很靠北，說痠痛的點，左右各貼一顆，我想說，老娘整隻腿從北到南都酸炸了哪有辦法說出哪個點 我就隨便肩膀一邊先個貼兩顆，腿一邊貼三顆，亂貼 我跟你們說，我的老天，有夠有用!!!!!!!!!!!!!!!!!!!!!!!!!!!!!沒多久後就不酸了!!!!!!!!我那爛掉的肩膀跟腿居然瞬間不痛?????????? 我馬上立刻把剩下的全拆開，狠狠貼我自己，我一共貼了18顆在身上哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈!!!我就是一個行動的大磁鐵哈哈哈哈哈!我這個人真的有強大磁場!我查了之後發現原來台灣有賣，代言人不知道為何要穿魔術師的衣服，可能這真的很像變魔法一樣會馬上不痛哈哈哈哈哈哈哈哈 這樣隔天貼著再去滑雪 當然還是會痠，但就是痠痛度下降很多 因為他可以連續貼著五天，所以我現在還沒撕掉，我想說我該不會18顆撕掉那一瞬間，直接酸痛到昏倒在地哈哈哈哈哈哈很像護法沒了! 這東西真的太神，這一輪的撕掉後，我全新一批我目標要貼個50顆哈哈哈哈哈哈哈哈哈! 可能要貼滿也是可以啦唯獨奶頭不用貼這樣沒有連結因為這不是葉配 #滑雪 #ski #thenorthface #hokkaido,"2,805",71則留言
丹妮婊姐星球,2023年2月4日,今天我問一個男生，到底為何小時候看得動漫，名字真的是多年後還是全部都可以叫出來，灌籃高手海報我馬上全體人名完整講出來啊，來，櫻木花道，宮城良田，赤木剛憲，三井壽，流川楓！！！一字不漏啊！！！！但現在看得動漫，我經常叫不出腳色名男：可以啊怎麼不行我：咒術迴戰你叫的出？除了五條悟男：乙谷優太啊我：那那隻熊叫甚麼？跟那個喉嚨不好的男：……………………靠！！真的叫不出來！！！他們叫什麼？？？幹我也不知道啊哈哈哈哈哈哈哈哈，拿長棍女跟愛大屁股妹的我也不知道名字啊哈哈哈哈你們有一樣困擾嗎？！！！！明天下午2點台南新光三越新天地一樓apm櫃位巨星我會去當個一日店長服務表弟妹（沒買東西也可以就是來玩），巨星有夠害怕自己過不了濁水溪以南沒人來，沒人來我就只好去吃小豪州哈哈哈哈哈哈,"1,925",87則留言
丹妮婊姐星球,2023年12月20日,我人生目前唯一穿的內褲!!!!!!!!!好穿到我把我整個衣櫃其他品牌內褲最後全部丟光光!!完全沒唬爛是真的丟光，連全新沒拆封的都送人哈哈哈哈哈!真的內褲頂尖之作!!!! 我跟你們說我兩年前收到瑪榭內褲邀請，我想說這名字很饒舌，也沒聽過，我就意興闌珊。然後就勉為其難穿了一件之後，真的是用小當家方式後面飛出龍跟一排宮女!!!!!!! 請問世界上有內褲的米其林三星嗎?這內褲好該得米其林!!!也太舒服!!!!!! 我的屁股是台灣JLO，從小到大我的內褲在台灣都非常難買，我現在屁股應該105公分，最瘦的時候也要103公分，我全台灣品牌都幾乎很難買到我舒服的尺碼，就各種擠，有夠容易卡到陰跟跑布，真的是差點到菜市場買阿罵大內褲!!!!!!!!!後來去美國買超知名內衣品牌的內褲，很大件，但史上第一名爛，每一件穿沒幾下變丁字褲!!!她每年花這麼多錢走秀要不要先花錢改進產品??? 但瑪榭完整包附我的巨臀(現在也有巨乳哈哈哈)，我的屁股肉遇到了彷彿有人體工學的內褲，完全順我的身型，臀肉絲毫不會被擠壓，而且跑跳碰健身深蹲到後空翻，完全都不會跑布卡陰!!!!!!!!!!一整天都可以感受到非常得舒服，內褲之神!!!!!!king of 內褲!!!!! 我真的扛了6件瑪榭內褲到美國，我人生沒有瑪榭內褲就只能ㄊㄥˋ 扣籃哈哈哈哈哈哈哈哈哈!而且洗完也很快就乾，寫到這我很好奇大家手洗內褲怎脫水? 是用現在洗脫烘的洗衣機脫那幾件內褲嗎? 因為我家有一個很冷門的阿婆專用雙槽洗衣機所以我都用那脫水 喔但美國洗衣機好像沒有這種單獨脫水功能，搞的我手洗後只能徒手擰乾，放到陽台隔天就差不多乾了~ 內褲一共有分中高腰跟中低腰兩種高度，就看你個人喜歡哪一種這樣~如果硬要說缺點，可能就是沒有辦法跟奶罩是一套這樣啦，要上戰場請換戰袍!!! 聖誕、新年有出限定紅色內褲，想聖誕節or過年打麻將贏錢之類的可以買一件特殊色哈哈哈哈，我是沒有在賭博啦但最近就也輪到時穿一下，或許就是這樣所以股票有賺錢??(才不是) 購入一年365天都愛不釋手的台灣製爆好穿內褲 https://marcella.cc/6KOoa,"6,421",225則留言
丹妮婊姐星球,1月31日,大奶媽真的是一個很爽的負擔只要穿對就是質感性感也穠纖合度我研究好久如何大奶但不被女生討厭或看起來不情色 大奶媽可以看看連結放留言,"1,419",40則留言
丹妮婊姐星球,2023年12月25日,這個月到美國找男友黑豹，我們在美國境內會旅行兩個禮拜折磨(我是討厭旅行的怪胎，對你沒有看錯哈哈哈哈)，第一波先到佛羅里達，連續兩天的迪士尼也是不少爛事一籮筐!ㄟ我這人平常不管忙與不忙累跟不累，都三點才睡的人，我就熱愛三點，我就晚上精神都會神好，對我就是不見到三點不掉眼淚!!!!要趕飛機就很勉為其難提早一咪咪這樣~各路醫生叫我早睡早睡早睡，恐嚇威脅，然後我今年生了場重病我才開始好好好痛定思痛，走一個叫做一天進步一點法，就每天早個五分鐘睡，總有一天也會進步到11點啦~~~~前陣子有想辦法進步到兩點睡了。我就是一個早睡痛苦的人。然後你們知道我第一天迪士尼Hollywood studio （佛州迪士尼一共四大園區）我還提早離開，大概六點就滾蛋，我吃完飯後到飯店幾點睡嗎?8:45 pm哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈，睡前我完全沒有滑手機!!!!!就是洗澡後，躺下，3，睡死!對連21沒數!!比當年那個魔術師大衛考柏菲還快(這要老人才懂)有睡眠障礙的人我真的超推薦去迪士尼!!!!!!我覺得這跟運動很不一樣，因為我也是有在運動的人，運動是也會累，但就是純累，但迪士尼是累跟把靈魂用催狂魔方式把你吸乾!!!!!是累到如果有超可怕的雲霄飛車也可以搭個幾次不會怕，因為我腳很痠我只要有的坐下都好!!!晴天霹靂的是，黑豹還跟我宣布:明天magic kindom事情很多，我們要玩到晚一點喔要到關門~然後第二天是迪士尼Magic kingdom你們知道我第二天迪士尼最快樂的事情，是什麼嗎?是一大早聽到廣播說:今天有特殊活動所以樂園六點關門喔~~~~~(晚上有聖誕節活動要再買票)我爽死了幹，自己幫自己放迪士尼煙火，好開心哈哈哈哈哈哈哈哈哈阿!但就算這樣，你們知道我到飯店幾點睡嗎?9:15 PM哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈阿哈哈哈哈多這半小時其實不是我精神好，是迪士尼的這個magic kindom園區，他不像前一天那個就從停車場走一大段路就可以到達樂園門口這個是停車場停好車後，有一台接駁車冒出來，然後開一大~~~~~~~~段路後把你放到一個地方，那地方有迪士尼捷運或迪士尼船兩種方式你可以二選一，然後才抵達彼岸後，再走一段路可以抵達樂園大門口，遠的要命王國。這段遠的要命王國之路在早上還好~但當你一天被迪士尼吸乾靈魂後，這段路程要反著來一次，而且都排到天邊，停車場真的是神鬼奇航的世界盡頭，盡頭!!!!!!!!!!盡頭!!!該不會是為了符合電影主題故意蓋這麼遠吧?!?!?請給我輪椅，我要輪椅!!!一共大概要花一小時才能到達車子!!!!!我真的差點死在這段路上!!!!其實出發前我有看天氣，寫佛羅里達22度，那這樣應該中午是27度吧?春暖花開鳥又香的氣溫，友人Becky也跟我說那裏比較熱喔要穿少喔!(我們所在地維吉尼亞州是冷的，0度之類)我就帶了一系列夏天衣服，還準備了LULULEMON的漂亮健身調嘎跟車褲，反正冷再多加一件帽t~結果?9度!!!!!!!!!!!!!!!!幹!!!!!!!!!!!!!!!!!!!!!佛羅里達不是陽光太陽跟比基尼的地方嗎!!!!!!!!我那帽T超薄，白天還免強可以，我這人不曬太陽的，我被逼到一整天都在找有太陽的地方，但五點太陽下山後，我就是賣火柴的小女孩，最後~成為迪士尼冤魂，直接去鬼屋上班!!!!!!,"8,523",141則留言
